,link,type,year
1522,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210230CrossoverStateSenator23rdSenatorialDistrictRecap.pdf,General,2012
1523,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210233KingsStateSenator23rdSenatorialDistrictRecap.pdf,General,2012
1524,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210235RichmondStateSenator23rdSenatorialDistrictRecap.pdf,General,2012
1525,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210245RichmondStateSenator24thSenatorialDistrictRecap.pdf,General,2012
1526,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210253KingsStateSenator25thSenatorialDistrictRecap.pdf,General,2012
1527,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210260CrossoverStateSenator26thSenatorialDistrictRecap.pdf,General,2012
1528,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210261NewYorkStateSenator26thSenatorialDistrictRecap.pdf,General,2012
1529,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210263KingsStateSenator26thSenatorialDistrictRecap.pdf,General,2012
1530,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210271NewYorkStateSenator27thSenatorialDistrictRecap.pdf,General,2012
1531,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210281NewYorkStateSenator28thSenatorialDistrictRecap.pdf,General,2012
1532,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210290CrossoverStateSenator29thSenatorialDistrictRecap.pdf,General,2012
1533,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210291NewYorkStateSenator29thSenatorialDistrictRecap.pdf,General,2012
1534,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210292BronxStateSenator29thSenatorialDistrictRecap.pdf,General,2012
1535,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210301NewYorkStateSenator30thSenatorialDistrictRecap.pdf,General,2012
1536,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210311NewYorkStateSenator31stSenatorialDistrictRecap.pdf,General,2012
1537,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210322BronxStateSenator32ndSenatorialDistrictRecap.pdf,General,2012
1538,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210332BronxStateSenator33rdSenatorialDistrictRecap.pdf,General,2012
1539,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210342BronxStateSenator34thSenatorialDistrictRecap.pdf,General,2012
1540,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210362BronxStateSenator36thSenatorialDistrictRecap.pdf,General,2012
1541,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220234QueensMemberoftheAssembly23rdAssemblyDistrictRecap.pdf,General,2012
1542,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220244QueensMemberoftheAssembly24thAssemblyDistrictRecap.pdf,General,2012
1543,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220254QueensMemberoftheAssembly25thAssemblyDistrictRecap.pdf,General,2012
1544,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220264QueensMemberoftheAssembly26thAssemblyDistrictRecap.pdf,General,2012
1545,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220274QueensMemberoftheAssembly27thAssemblyDistrictRecap.pdf,General,2012
1546,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220284QueensMemberoftheAssembly28thAssemblyDistrictRecap.pdf,General,2012
1547,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220294QueensMemberoftheAssembly29thAssemblyDistrictRecap.pdf,General,2012
1548,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220304QueensMemberoftheAssembly30thAssemblyDistrictRecap.pdf,General,2012
1549,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220314QueensMemberoftheAssembly31stAssemblyDistrictRecap.pdf,General,2012
1550,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220324QueensMemberoftheAssembly32ndAssemblyDistrictRecap.pdf,General,2012
1551,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220334QueensMemberoftheAssembly33rdAssemblyDistrictRecap.pdf,General,2012
1552,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220344QueensMemberoftheAssembly34thAssemblyDistrictRecap.pdf,General,2012
1553,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220354QueensMemberoftheAssembly35thAssemblyDistrictRecap.pdf,General,2012
1554,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220364QueensMemberoftheAssembly36thAssemblyDistrictRecap.pdf,General,2012
1555,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220374QueensMemberoftheAssembly37thAssemblyDistrictRecap.pdf,General,2012
1556,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220384QueensMemberoftheAssembly38thAssemblyDistrictRecap.pdf,General,2012
1557,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220394QueensMemberoftheAssembly39thAssemblyDistrictRecap.pdf,General,2012
1558,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220404QueensMemberoftheAssembly40thAssemblyDistrictRecap.pdf,General,2012
1559,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220413KingsMemberoftheAssembly41stAssemblyDistrictRecap.pdf,General,2012
1560,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220423KingsMemberoftheAssembly42ndAssemblyDistrictRecap.pdf,General,2012
1561,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220433KingsMemberoftheAssembly43rdAssemblyDistrictRecap.pdf,General,2012
1562,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220443KingsMemberoftheAssembly44thAssemblyDistrictRecap.pdf,General,2012
1563,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220453KingsMemberoftheAssembly45thAssemblyDistrictRecap.pdf,General,2012
1564,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220463KingsMemberoftheAssembly46thAssemblyDistrictRecap.pdf,General,2012
1565,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220473KingsMemberoftheAssembly47thAssemblyDistrictRecap.pdf,General,2012
1566,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220483KingsMemberoftheAssembly48thAssemblyDistrictRecap.pdf,General,2012
1567,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220493KingsMemberoftheAssembly49thAssemblyDistrictRecap.pdf,General,2012
1568,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220503KingsMemberoftheAssembly50thAssemblyDistrictRecap.pdf,General,2012
1569,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220513KingsMemberoftheAssembly51stAssemblyDistrictRecap.pdf,General,2012
1570,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220523KingsMemberoftheAssembly52ndAssemblyDistrictRecap.pdf,General,2012
1571,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220513KingsMemberoftheAssembly51stAssemblyDistrictRecap.pdf,General,2012
1572,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220533KingsMemberoftheAssembly53rdAssemblyDistrictRecap.pdf,General,2012
1573,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220543KingsMemberoftheAssembly54thAssemblyDistrictRecap.pdf,General,2012
1574,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220553KingsMemberoftheAssembly55thAssemblyDistrictRecap.pdf,General,2012
1575,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220563KingsMemberoftheAssembly56thAssemblyDistrictRecap.pdf,General,2012
1576,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220573KingsMemberoftheAssembly57thAssemblyDistrictRecap.pdf,General,2012
1577,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220583KingsMemberoftheAssembly58thAssemblyDistrictRecap.pdf,General,2012
1578,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220593KingsMemberoftheAssembly59thAssemblyDistrictRecap.pdf,General,2012
1579,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220603KingsMemberoftheAssembly60thAssemblyDistrictRecap.pdf,General,2012
1580,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220615RichmondMemberoftheAssembly61stAssemblyDistrictRecap.pdf,General,2012
1581,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220625RichmondMemberoftheAssembly62ndAssemblyDistrictRecap.pdf,General,2012
1582,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220635RichmondMemberoftheAssembly63rdAssemblyDistrictRecap.pdf,General,2012
1583,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220640CrossoverMemberoftheAssembly64thAssemblyDistrictRecap.pdf,General,2012
1584,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220643KingsMemberoftheAssembly64thAssemblyDistrictRecap.pdf,General,2012
1585,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220645RichmondMemberoftheAssembly64thAssemblyDistrictRecap.pdf,General,2012
1586,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220651NewYorkMemberoftheAssembly65thAssemblyDistrictRecap.pdf,General,2012
1587,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220661NewYorkMemberoftheAssembly66thAssemblyDistrictRecap.pdf,General,2012
1588,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220671NewYorkMemberoftheAssembly67thAssemblyDistrictRecap.pdf,General,2012
1589,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220681NewYorkMemberoftheAssembly68thAssemblyDistrictRecap.pdf,General,2012
1590,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220691NewYorkMemberoftheAssembly69thAssemblyDistrictRecap.pdf,General,2012
1591,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220701NewYorkMemberoftheAssembly70thAssemblyDistrictRecap.pdf,General,2012
1592,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220711NewYorkMemberoftheAssembly71stAssemblyDistrictRecap.pdf,General,2012
1593,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220721NewYorkMemberoftheAssembly72ndAssemblyDistrictRecap.pdf,General,2012
1594,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220731NewYorkMemberoftheAssembly73rdAssemblyDistrictRecap.pdf,General,2012
1595,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220741NewYorkMemberoftheAssembly74thAssemblyDistrictRecap.pdf,General,2012
1596,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220751NewYorkMemberoftheAssembly75thAssemblyDistrictRecap.pdf,General,2012
1597,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220761NewYorkMemberoftheAssembly76thAssemblyDistrictRecap.pdf,General,2012
1598,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220772BronxMemberoftheAssembly77thAssemblyDistrictRecap.pdf,General,2012
1599,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220782BronxMemberoftheAssembly78thAssemblyDistrictRecap.pdf,General,2012
1600,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220792BronxMemberoftheAssembly79thAssemblyDistrictRecap.pdf,General,2012
1601,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220802BronxMemberoftheAssembly80thAssemblyDistrictRecap.pdf,General,2012
1602,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220812BronxMemberoftheAssembly81stAssemblyDistrictRecap.pdf,General,2012
1603,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220822BronxMemberoftheAssembly82ndAssemblyDistrictRecap.pdf,General,2012
1604,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220832BronxMemberoftheAssembly83rdAssemblyDistrictRecap.pdf,General,2012
1605,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220842BronxMemberoftheAssembly84thAssemblyDistrictRecap.pdf,General,2012
1606,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220852BronxMemberoftheAssembly85thAssemblyDistrictRecap.pdf,General,2012
1607,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220862BronxMemberoftheAssembly86thAssemblyDistrictRecap.pdf,General,2012
1608,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000220872BronxMemberoftheAssembly87thAssemblyDistrictRecap.pdf,General,2012
1609,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000230021NewYorkJudgeoftheCivilCourt-District2ndMunicipalCourtDistrict-NewYorkRecap.pdf,General,2012
1610,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000230031NewYorkJudgeoftheCivilCourt-District3rdMunicipalCourtDistrict-NewYorkRecap.pdf,General,2012
1611,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000230061NewYorkJudgeoftheCivilCourt-District6thMunicipalCourtDistrict-NewYorkRecap.pdf,General,2012
1612,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000230081NewYorkJudgeoftheCivilCourt-District8thMunicipalCourtDistrict-NewYorkRecap.pdf,General,2012
1613,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000231012BronxJudgeoftheCivilCourt-District1stMunicipalCourtDistrict-BronxRecap.pdf,General,2012
1614,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000231022BronxJudgeoftheCivilCourt-District2ndMunicipalCourtDistrict-BronxRecap.pdf,General,2012
1615,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000232013KingsJudgeoftheCivilCourt-District1stMunicipalCourtDistrict-KingsRecap.pdf,General,2012
1616,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000232023KingsJudgeoftheCivilCourt-District2ndMunicipalCourtDistrict-KingsRecap.pdf,General,2012
1617,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000232053KingsJudgeoftheCivilCourt-District5thMunicipalCourtDistrict-KingsRecap.pdf,General,2012
1618,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000233044QueensJudgeoftheCivilCourt-District4thMunicipalCourtDistrict-QueensRecap.pdf,General,2012
1619,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000233054QueensJudgeoftheCivilCourt-District5thMunicipalCourtDistrict-QueensRecap.pdf,General,2012
1620,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000250122BronxMemberoftheCityCouncil12thCouncilDistrictRecap.pdf,General,2012
1621,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/00104033B4QueensDemocraticMaleDistrictLeaderDemocraticLeadershipDistrict33PartBRecap.pdf,Primary,2012
1622,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/00104082B2BronxDemocraticMaleDistrictLeaderDemocraticLeadershipDistrict82PartBRecap.pdf,Primary,2012
1623,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/00104140B4QueensDemocraticFemaleDistrictLeaderDemocraticLeadershipDistrict40PartBRecap.pdf,Primary,2012
1624,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/00104182B2BronxDemocraticFemaleDistrictLeaderDemocraticLeadershipDistrict82PartBRecap.pdf,Primary,2012
1625,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010110101NewYorkDemocraticSurrogateNewYorkRecap.pdf,Primary,2012
1626,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210104QueensDemocraticStateSenator10thSenatorialDistrictRecap.pdf,Primary,2012
1627,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210164QueensDemocraticStateSenator16thSenatorialDistrictRecap.pdf,Primary,2012
1628,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210173KingsDemocraticStateSenator17thSenatorialDistrictRecap.pdf,Primary,2012
1629,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210183KingsDemocraticStateSenator18thSenatorialDistrictRecap.pdf,Primary,2012
1630,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210271NewYorkDemocraticStateSenator27thSenatorialDistrictRecap.pdf,Primary,2012
1631,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210311NewYorkDemocraticStateSenator31stSenatorialDistrictRecap.pdf,Primary,2012
1632,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010210332BronxDemocraticStateSenator33rdSenatorialDistrictRecap.pdf,Primary,2012
1633,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230254QueensDemocraticMemberoftheAssembly25thAssemblyDistrictRecap.pdf,Primary,2012
1634,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230334QueensDemocraticMemberoftheAssembly33rdAssemblyDistrictRecap.pdf,Primary,2012
1635,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230384QueensDemocraticMemberoftheAssembly38thAssemblyDistrictRecap.pdf,Primary,2012
1636,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230404QueensDemocraticMemberoftheAssembly40thAssemblyDistrictRecap.pdf,Primary,2012
1637,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230423KingsDemocraticMemberoftheAssembly42ndAssemblyDistrictRecap.pdf,Primary,2012
1638,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230453KingsDemocraticMemberoftheAssembly45thAssemblyDistrictRecap.pdf,Primary,2012
1639,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230483KingsDemocraticMemberoftheAssembly48thAssemblyDistrictRecap.pdf,Primary,2012
1640,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230543KingsDemocraticMemberoftheAssembly54thAssemblyDistrictRecap.pdf,Primary,2012
1641,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230553KingsDemocraticMemberoftheAssembly55thAssemblyDistrictRecap.pdf,Primary,2012
1642,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230573KingsDemocraticMemberoftheAssembly57thAssemblyDistrictRecap.pdf,Primary,2012
1643,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230583KingsDemocraticMemberoftheAssembly58thAssemblyDistrictRecap.pdf,Primary,2012
1644,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230603KingsDemocraticMemberoftheAssembly60thAssemblyDistrictRecap.pdf,Primary,2012
1645,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230721NewYorkDemocraticMemberoftheAssembly72ndAssemblyDistrictRecap.pdf,Primary,2012
1646,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230741NewYorkDemocraticMemberoftheAssembly74thAssemblyDistrictRecap.pdf,Primary,2012
1647,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230772BronxDemocraticMemberoftheAssembly77thAssemblyDistrictRecap.pdf,Primary,2012
1648,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230782BronxDemocraticMemberoftheAssembly78thAssemblyDistrictRecap.pdf,Primary,2012
1649,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230802BronxDemocraticMemberoftheAssembly80thAssemblyDistrictRecap.pdf,Primary,2012
1650,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230822BronxDemocraticMemberoftheAssembly82ndAssemblyDistrictRecap.pdf,Primary,2012
1651,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230842BronxDemocraticMemberoftheAssembly84thAssemblyDistrictRecap.pdf,Primary,2012
1652,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230862BronxDemocraticMemberoftheAssembly86thAssemblyDistrictRecap.pdf,Primary,2012
1653,http://vote.nyc.ny.us/downloads/pdf/results/2012/PrimaryElection/0010230872BronxDemocraticMemberoftheAssembly87thAssemblyDistrictRecap.pdf,Primary,2012
