,link,type,year
1316,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/41.4QueensDem35MaleDistrictLeaderPartARecap.pdf,Primary,2010
1317,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/41.5QueensDem35MaleDistrictLeaderPartBRecap.pdf,Primary,2010
1318,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/41.6QueensDem35FemaleDistrictLeaderPartBRecap.pdf,Primary,2010
1319,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/41.7QueensDem38FemaleDistrictLeaderPartARecap.pdf,Primary,2010
1320,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/41.8QueensDem38MaleDistrictLeaderPartBRecap.pdf,Primary,2010
1321,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/41.9QueensDem38FemaleDistrict38PartBRecap.pdf,Primary,2010
1322,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.1BronxDemMaleDistLead76Recap.pdf,Primary,2010
1323,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.2BronxDemFemDistLead76Recap.pdf,Primary,2010
1324,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.3BronxDemMaleDistLead77Recap.pdf,Primary,2010
1325,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.4BronxDemMaleDistLead78Recap.pdf,Primary,2010
1326,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.5BronxDemFemaleDistLeader78ADRecap.pdf,Primary,2010
1327,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.6BronxDemFemaleDistLeader79ADRecap.pdf,Primary,2010
1328,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.7BronxDemMaleDistLead82PartARecap.pdf,Primary,2010
1329,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.8BronxDemMaleDistLead84Recap.pdf,Primary,2010
1330,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/42.9BronxDemFemaleDistLeader84ADRecap.pdf,Primary,2010
1331,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/43.1BronxDemMaleDistLead85Recap.pdf,Primary,2010
1332,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/43.2BronxDemFemaleDistLeader85ADRecap.pdf,Primary,2010
1333,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/43.3BronxDemMaleDistLead86Recap.pdf,Primary,2010
1334,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/43.4BronxDemFemaleDistLeader86ADRecap.pdf,Primary,2010
1335,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.1QueensDem22ADDelegateJudicialConventionRecap.pdf,Primary,2010
1336,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.2QueensDem22ADAltDelegateJudicialConventionRecap.pdf,Primary,2010
1337,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.4QueensDem38ADDelegateJudicialConventionRecap.pdf,Primary,2010
1338,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.5KingsDemDelegate40ADRecap.pdf,Primary,2010
1339,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.6KingsDemAlternate40ADRecap.pdf,Primary,2010
1340,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.7KingsDemDelegate42ADRecap.pdf,Primary,2010
1341,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.8KingsDemDelegate50ADRecap.pdf,Primary,2010
1342,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/44.9KingsDemDelegate52ADRecap.pdf,Primary,2010
1343,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.1KingsDemAlternate52ADRecap.pdf,Primary,2010
1344,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.2KingsDemDelegate53ADRecap.pdf,Primary,2010
1345,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.3KingsDemDelegate55ADRecap.pdf,Primary,2010
1346,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.4KingsDemAlternate55ADRecap.pdf,Primary,2010
1347,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.5NewYorkDemDelegates68AD.pdf,Primary,2010
1348,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.7NewYorkDemDelegates75AD.pdf,Primary,2010
1349,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.8BronxDemDelegate76ADRecap.pdf,Primary,2010
1350,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.8NewYorkDemAltDelegates75AD.pdf,Primary,2010
1351,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/45.9BronxDemAlternate76ADRecap.pdf,Primary,2010
1352,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.1BronxDemDelegate78ADRecap.pdf,Primary,2010
1353,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.2BronxDemDelegate79ADRecap.pdf,Primary,2010
1354,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.3BronxDemDelegate80ADRecap.pdf,Primary,2010
1355,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.4BronxDemDelegate82ADRecap.pdf,Primary,2010
1356,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.5BronxDemDelegate84ADRecap.pdf,Primary,2010
1357,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.6BronxDemDelegate85ADRecap.pdf,Primary,2010
1358,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.7BronxDemDelegate86ADRecap.pdf,Primary,2010
1359,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/46.8BronxDemAlternate86ADRecap.pdf,Primary,2010
1360,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/47.1BronxDemCountyCommitteeRecaps.pdf,Primary,2010
1361,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/47.2KingsDemMaleCoCommRecaps.pdf,Primary,2010
1362,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/47.3KingsDemFemaleCoCommRecaps.pdf,Primary,2010
1363,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/47.4QueensDemCountyCommRecaps.pdf,Primary,2010
1364,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/48.11NewYorkRepGovRecap.pdf,Primary,2010
1365,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/48.12BronxRepGovernorRecap.pdf,Primary,2010
1366,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/48.13KingsRepGovernorRecap.pdf,Primary,2010
1367,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/48.14QueensRepGovenorRecap.pdf,Primary,2010
1368,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/48.15RichmondRepGovernorRecap.pdf,Primary,2010
1369,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/49.11NewYorkRepLtGovRecap.pdf,Primary,2010
1370,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/49.12BronxRepLieutGovernorRecap.pdf,Primary,2010
1371,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/49.13KingsRepLieutGovernorRecap.pdf,Primary,2010
1372,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/49.14QueensRepLieutenantGovernorRecap.pdf,Primary,2010
1373,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/49.15RichmondRepLieutGovernerRecap.pdf,Primary,2010
1374,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/50.11NewYorkRepUSSenatorFullTermRecap.pdf,Primary,2010
1375,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/50.12BronxRepUSSenateFullTermRecap.pdf,Primary,2010
1376,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/50.13KingsRepUSSenateFullTermRecap.pdf,Primary,2010
1377,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/50.14QueensRepUSSenateFullTermRecap.pdf,Primary,2010
1378,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/50.15RichmondRepUSSenatorFullTermRecap.pdf,Primary,2010
1379,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/51.11NewYorkRepUSSenatorUnexpiredTermRecap.pdf,Primary,2010
1380,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/51.12BronxRepUSSenateUnexpiredTermRecap.pdf,Primary,2010
1381,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/51.13KingsRepUSSenateUnexpiredTermRecap.pdf,Primary,2010
1382,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/51.14QueensRepUSSenateUnexpiredTermRecap.pdf,Primary,2010
1383,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/51.15RichmondRepUSSenatorUnexpiredTermRecap.pdf,Primary,2010
1384,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/52.1CrossoverRep13CongressRecap.pdf,Primary,2010
1385,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/52.11KingsRep13CongressRecap.pdf,Primary,2010
1386,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/52.11QueensRep5CongressRecap.pdf,Primary,2010
1387,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/52.12RichmondRep13CongressRecap.pdf,Primary,2010
1388,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/53.1CrossoverRep14CongressRecap.pdf,Primary,2010
1389,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/53.11NewYorkRepCong14Recap.pdf,Primary,2010
1390,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/53.12QueensRep14CongressRecap.pdf,Primary,2010
1391,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/54.1BronxRep17CongressRecap.pdf,Primary,2010
1392,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/55.1CrossoverRep28StateSenateRecap.pdf,Primary,2010
1393,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/55.2BronxRep28SenateRecap.pdf,Primary,2010
1394,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/55.3NewYorkRepStateSenate28Recap.pdf,Primary,2010
1395,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/56.1KingsRep49AssemblyRecap.pdf,Primary,2010
1396,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/57.1NewYorkRepAssembly65Recap.pdf,Primary,2010
1397,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/57.2RichmondIndMaleStateComm60Recap.pdf,Primary,2010
1398,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/57.3RichmondIndMaleStateComm61Recap.pdf,Primary,2010
1399,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/57.4RichmondIndFemaleStateComm61Recap.pdf,Primary,2010
1400,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/57.5RichmondIndCountyCommitteeRecaps.pdf,Primary,2010
1401,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/58.11NewYorkConGovRecap.pdf,Primary,2010
1402,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/58.12BronxConGovernorRecap.pdf,Primary,2010
1403,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/58.13KingsConGovernorRecap.pdf,Primary,2010
1404,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/58.14QueensConGovenorRecap.pdf,Primary,2010
1405,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/58.15RichmondConGovernorRecap.pdf,Primary,2010
1406,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/59.1QueensCon14StateSenateRecap.pdf,Primary,2010
1407,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/59.2QueensCon38AssemblyRecap.pdf,Primary,2010
1408,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/59.3KingsCon49AssemblyRecap.pdf,Primary,2010
1409,http://vote.nyc.ny.us/downloads/pdf/results/2010/Primary/59.4QueensWF26AssemblyRecap.pdf,Primary,2010
1410,http://vote.nyc.ny.us/downloads/pdf/results/2010/44CouncilRecap.pdf,Other,2010
1411,http://vote.nyc.ny.us/downloads/pdf/results/2010/13SenateRecap.pdf,Other,2010
1412,http://vote.nyc.ny.us/downloads/pdf/results/2010/Assembly24Recaps.pdf,Other,2010
1413,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.11NewYorkSurpreme CourtRecap.pdf,General,2011
1414,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.12NewYorkCountywideCivilCourtRecap.pdf,General,2011
1415,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.13NewYorkCivilCourtDistrict3.pdf,General,2011
1416,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.14NewYorkCivilCourtDistrict4.pdf,General,2011
1417,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.15NewYorkCivilCourtDistrict5.pdf,General,2011
1418,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.16NewYorkCivilCourtDistrict6.pdf,General,2011
1419,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.17NewYorkCivilCourtDistrict7.pdf,General,2011
1420,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/1.19NewYorkCivilCourtDistrict9.pdf,General,2011
1421,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/2.11BronxDistrictAttorneyRecap.pdf,General,2011
1422,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/3.11KingsSupremeCourtRecap.pdf,General,2011
1423,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/3.12KingsCountywideCivilCourtRecap.pdf,General,2011
1424,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/4.11QueensSupremeCourtRecap.pdf,General,2011
1425,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/4.12QueensDistrictAttorneyRecap.pdf,General,2011
1426,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/4.13Queens28thCouncilRecap.pdf,General,2011
1427,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/5.11RichmondSupremeCourtRecap.pdf,General,2011
1428,http://vote.nyc.ny.us/downloads/pdf/results/2011/General/5.12RichmondDistrictAttorneyRecap.pdf,General,2011
1429,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.11NewYorkDemCivilCourtDist3Recap.pdf,Primary,2011
1430,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.12NewYorkDemMaleDistrictLeader64CRecap.pdf,Primary,2011
1431,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.13NewYorkDemMaleDistrictLeader64DRecap.pdf,Primary,2011
1432,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.14NewYorkDemMaleDistrictLeader66BRecap.pdf,Primary,2011
1433,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.15NewYorkDemMaleDistrictLeader68CRecap.pdf,Primary,2011
1434,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.16NewYorkDemMaleDistrictLeader70DRecap.pdf,Primary,2011
1435,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.17NewYorkDemFemaleDistrictLeader64CRecap.pdf,Primary,2011
1436,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.18NewYorkDemFemaleDistrictLeader64DRecap.pdf,Primary,2011
1437,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.19NewYorkDemFemaleDistrictLeader68ARecap.pdf,Primary,2011
1438,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.21NewYorkDemFemaleDistrictLeader70DRecap.pdf,Primary,2011
1439,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.22NewYorkDemDelJudConv68Recap.pdf,Primary,2011
1440,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.23NewYorkDemDelJudConv70Recap.pdf,Primary,2011
1441,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.24NewYorkDemDelJudConv75Recap.pdf,Primary,2011
1442,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.25NewYorkDemAltDelJudConv75Recap.pdf,Primary,2011
1443,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/1.26NewYorkDemCountyCommiteeRecap.pdf,Primary,2011
1444,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.11KingsDemCountywideCivilCourtRecap.pdf,Primary,2011
1445,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.12KingsDemDelJudConv55Recap.pdf,Primary,2011
1446,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.13KingsDemAltJudConv55Recap.pdf,Primary,2011
1447,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.14KingsRepStateCommiteeMale45Recap.pdf,Primary,2011
1448,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.15KingsRepStateCommiteeMale49Recap.pdf,Primary,2011
1449,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.16KingsRepStateCommitteeFemale45Recap.pdf,Primary,2011
1450,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.17KingsRepStateCommiteeFemale49Recap.pdf,Primary,2011
1451,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/2.18KingsRepCountyCommitteeRecap.pdf,Primary,2011
1452,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.11QueensDemsCityCouncil28Recap.pdf,Primary,2011
1453,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.12QueensRepStateCommiteeMale25Recap.pdf,Primary,2011
1454,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.13QueensRepStateCommitteeMale30Recap.pdf,Primary,2011
1455,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.14QueensRepStateCommitteeMale35Recap.pdf,Primary,2011
1456,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.15QueensRepStateCommiteeFemale25Recap.pdf,Primary,2011
1457,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.16QueensRepStateCommitteeFemale30Recap.pdf,Primary,2011
1458,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.17QueensRepStateCommitteeFemale35Recap.pdf,Primary,2011
1459,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.18QueensRepDelJudConv25Recap.pdf,Primary,2011
1460,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.19QueensRepDelJudConv30Recap.pdf,Primary,2011
1461,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.21QueensRepAltDelJudConv25Recap.pdf,Primary,2011
1462,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.22QueensRepAltDelJudConv30Recap.pdf,Primary,2011
1463,http://vote.nyc.ny.us/downloads/pdf/results/2011/Primary/3.23QueensRepCountyCommitteeRecap.pdf,Primary,2011
1464,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.11Congress9CrossoverRecap.pdf   ,Special,2011
1465,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.12KingsCongress9.pdf   ,Special,2011
1466,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.13QueensCongress9.pdf   ,Special,2011
1467,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.14New York Assembly73.pdf   ,Special,2011
1468,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.15KingsAssembly54.pdf   ,Special,2011
1469,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.16QueensAssembly23.pdf   ,Special,2011
1470,http://vote.nyc.ny.us/downloads/pdf/results/2011/Special/1.17QueensAssembly27.pdf   ,Special,2011
1471,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000140011NewYorkJusticeoftheSupremeCourt1stJudicialDistrictRecap.pdf,General,2012
1472,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000140023KingsJusticeoftheSupremeCourt2ndJudicialDistrictRecap.pdf,General,2012
1473,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000140114QueensJusticeoftheSupremeCourt11thJudicialDistrictRecap.pdf,General,2012
1474,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000140122BronxJusticeoftheSupremeCourt12thJudicialDistrictRecap.pdf,General,2012
1475,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000160101NewYorkSurrogateNewYorkRecap.pdf,General,2012
1476,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000160112BronxSurrogateBronxRecap.pdf,General,2012
1477,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000170101NewYorkJudgeoftheCivilCourt-CountyNewYorkRecap.pdf,General,2012
1478,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000170123KingsJudgeoftheCivilCourt-CountyKingsRecap.pdf,General,2012
1479,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000170134QueensJudgeoftheCivilCourt-CountyQueensRecap.pdf,General,2012
1480,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200034QueensRepresentativeinCongress3rdCongressionalDistrictRecap.pdf,General,2012
1481,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200054QueensRepresentativeinCongress5thCongressionalDistrictRecap.pdf,General,2012
1482,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200064QueensRepresentativeinCongress6thCongressionalDistrictRecap.pdf,General,2012
1483,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200070CrossoverRepresentativeinCongress7thCongressionalDistrictRecap.pdf,General,2012
1484,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200071NewYorkRepresentativeinCongress7thCongressionalDistrictRecap.pdf,General,2012
1485,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200073KingsRepresentativeinCongress7thCongressionalDistrictRecap.pdf,General,2012
1486,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200074QueensRepresentativeinCongress7thCongressionalDistrictRecap.pdf,General,2012
1487,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200080CrossoverRepresentativeinCongress8thCongressionalDistrictRecap.pdf,General,2012
1488,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200083KingsRepresentativeinCongress8thCongressionalDistrictRecap.pdf,General,2012
1489,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200084QueensRepresentativeinCongress8thCongressionalDistrictRecap.pdf,General,2012
1490,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200093KingsRepresentativeinCongress9thCongressionalDistrictRecap.pdf,General,2012
1491,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200100CrossoverRepresentativeinCongress10thCongressionalDistrictRecap.pdf,General,2012
1492,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200101NewYorkRepresentativeinCongress10thCongressionalDistrictRecap.pdf,General,2012
1493,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200103KingsRepresentativeinCongress10thCongressionalDistrictRecap.pdf,General,2012
1494,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200110CrossoverRepresentativeinCongress11thCongressionalDistrictRecap.pdf,General,2012
1495,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200113KingsRepresentativeinCongress11thCongressionalDistrictRecap.pdf,General,2012
1496,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200115RichmondRepresentativeinCongress11thCongressionalDistrictRecap.pdf,General,2012
1497,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200120CrossoverRepresentativeinCongress12thCongressionalDistrictRecap.pdf,General,2012
1498,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200121NewYorkRepresentativeinCongress12thCongressionalDistrictRecap.pdf,General,2012
1499,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200123KingsRepresentativeinCongress12thCongressionalDistrictRecap.pdf,General,2012
1500,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200124QueensRepresentativeinCongress12thCongressionalDistrictRecap.pdf,General,2012
1501,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200130CrossoverRepresentativeinCongress13thCongressionalDistrictRecap.pdf,General,2012
1502,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200131NewYorkRepresentativeinCongress13thCongressionalDistrictRecap.pdf,General,2012
1503,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200132BronxRepresentativeinCongress13thCongressionalDistrictRecap.pdf,General,2012
1504,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200140CrossoverRepresentativeinCongress14thCongressionalDistrictRecap.pdf,General,2012
1505,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200142BronxRepresentativeinCongress14thCongressionalDistrictRecap.pdf,General,2012
1506,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200144QueensRepresentativeinCongress14thCongressionalDistrictRecap.pdf,General,2012
1507,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200152BronxRepresentativeinCongress15thCongressionalDistrictRecap.pdf,General,2012
1508,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000200162BronxRepresentativeinCongress16thCongressionalDistrictRecap.pdf,General,2012
1509,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210104QueensStateSenator10thSenatorialDistrictRecap.pdf,General,2012
1510,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210114QueensStateSenator11thSenatorialDistrictRecap.pdf,General,2012
1511,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210124QueensStateSenator12thSenatorialDistrictRecap.pdf,General,2012
1512,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210134QueensStateSenator13thSenatorialDistrictRecap.pdf,General,2012
1513,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210144QueensStateSenator14thSenatorialDistrictRecap.pdf,General,2012
1514,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210154QueensStateSenator15thSenatorialDistrictRecap.pdf,General,2012
1515,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210164QueensStateSenator16thSenatorialDistrictRecap.pdf,General,2012
1516,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210173KingsStateSenator17thSenatorialDistrictRecap.pdf,General,2012
1517,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210183KingsStateSenator18thSenatorialDistrictRecap.pdf,General,2012
1518,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210193KingsStateSenator19thSenatorialDistrictRecap.pdf,General,2012
1519,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210203KingsStateSenator20thSenatorialDistrictRecap.pdf,General,2012
1520,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210213KingsStateSenator21stSenatorialDistrictRecap.pdf,General,2012
1521,http://vote.nyc.ny.us/downloads/pdf/results/2012/GeneralElection/0000210223KingsStateSenator22ndSenatorialDistrictRecap.pdf,General,2012
